,rct,tsi,stfi,caliper,moisture,basis,cull,grade_CM020230,grade_CM020330,grade_CM020410,grade_NL050310,grade_NL050350,grade_NL050420,grade_CM020230,grade_CM020330,grade_CM020410,grade_NL050310,grade_NL050350,grade_NL050420,prediction
626,68.0,4.36,17.4714,9.8294,7.144,34.8463,27.5,1,0,0,0,0,0,1,0,0,0,0,0,57.75852505218658
627,70.0,4.3258,18.5134,9.4652,6.4232,34.8497,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.80856381121602
628,71.0,4.72,19.1625,9.7047,6.5238,34.8548,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.16405986015775
629,72.0,4.755,17.0132,9.4455,6.2576,34.8582,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.65673687104547
630,71.0,4.4692,17.7222,9.5276,6.7128,34.8599,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.70823762100939
631,76.0,4.7275,17.8172,9.3176,6.7576,34.8636,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.62439564589371
632,70.0,4.645,15.698,9.9114,6.687,34.8667,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.56364557460803
633,71.0,4.635,17.3702,9.7868,6.1086,34.8684,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.00849303072711
634,71.0,4.4192,16.5911,9.4029,6.1783,34.8684,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.764607192228
635,71.0,4.7492,17.7987,9.3274,6.3583,34.8821,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.7070514998474
636,73.0,4.6727,16.8426,9.3379,5.8937,34.8934,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.12381174686668
637,72.0,4.76,17.5689,9.1437,6.2809,34.894,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.84130484049471
638,71.0,4.3583,17.6993,9.6161,6.5279,34.8975,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.71553733132427
639,77.0,4.5958,18.2128,9.2815,6.4256,34.899,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.70100846141813
640,72.0,4.5675,19.3099,9.7375,7.299,34.9009,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.5055507388325
641,72.0,4.6042,17.2838,9.8819,6.3255,34.9026,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.71816607915459
642,71.0,4.4433,18.5745,9.4849,6.6372,34.9027,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.40389884840164
643,70.0,4.4333,17.6358,9.5079,6.2013,34.9065,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.4519414872052
644,70.0,4.5136,16.5052,9.9248,6.444,34.9152,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.17509343563151
645,76.0,4.6836,18.1146,9.2233,6.2212,34.9158,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.39034143618562
646,74.0,4.3233,17.9978,9.6588,6.1515,34.9214,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.78176188303412
647,73.0,4.7183,17.8808,9.3898,6.1153,34.9265,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.37658516001855
648,72.0,4.5558,17.0962,9.8064,6.3277,34.9288,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.86792793352015
649,74.0,4.2873,18.5707,9.5991,6.4715,34.9295,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.12541494154961
650,73.0,4.3708,17.9793,9.4554,6.6214,34.9299,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.16480773225491
651,74.0,4.61,18.0365,9.3898,6.0517,34.9325,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.90697329173153
652,72.0,4.6725,18.0879,9.4127,5.944,34.9333,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.68023718382153
653,68.0,4.065,17.2438,11.0039,7.9184,34.935,65.5,0,1,0,0,0,0,0,1,0,0,0,0,66.37497883488243
654,71.0,4.5936,17.6499,9.4202,6.3859,34.9362,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.86760795642242
655,74.0,4.72,18.2863,9.3963,6.217,34.9367,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.63853760956188
656,72.0,4.6667,18.4476,9.5637,6.0216,34.9381,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.52876494563156
657,76.0,4.9608,19.6389,9.3373,6.1265,34.9435,69.5,0,0,0,0,1,0,0,0,0,0,1,0,76.33532258672551
658,63.0,4.5908,16.4602,8.4843,6.4454,34.9452,59.5,0,0,0,1,0,0,0,0,0,1,0,0,63.72492568672295
659,75.0,4.8408,18.6971,9.8556,5.889,34.947,69.5,0,0,0,0,1,0,0,0,0,0,1,0,77.29710345985214
660,71.0,4.6658,18.9214,9.8392,6.4621,34.947,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.3308657613875
661,69.0,4.18,16.3522,9.685,6.732,34.947,69.5,0,0,0,0,1,0,0,0,0,0,1,0,67.72883342844227
662,72.0,4.5692,16.2373,9.5276,6.5148,34.9538,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.36994398394997
663,74.0,4.6617,17.0011,9.6719,6.5883,34.9538,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.38124299204124
664,71.0,4.45,16.7355,9.6522,6.3243,34.9572,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.05221728049966
665,76.0,4.6733,19.0573,9.4619,6.1816,34.9606,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.433946025833
666,71.0,4.45,15.4939,9.649,6.241,34.9606,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.82652747396769
667,63.0,4.4017,15.5386,8.4941,6.368,34.9606,59.5,0,0,0,1,0,0,0,0,0,1,0,0,61.597193101886994
668,71.0,4.5392,18.3964,9.4259,6.0846,34.9623,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.88786498178771
669,72.0,4.5167,18.1873,9.5243,6.6683,34.964,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.7177035862279
670,72.0,4.4917,18.5459,9.5276,6.3843,34.9674,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.55262873168306
671,71.0,4.6292,17.8041,9.5013,6.3902,34.9709,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.67383919457339
672,72.0,4.6092,17.8293,9.4029,6.4341,34.9709,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.00769703950795
673,73.0,4.3825,15.8071,9.6654,5.9974,34.9754,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.28481292467586
674,73.0,4.4575,19.1445,9.3963,6.4461,34.9754,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.15464213459607
675,78.0,4.75,19.0878,9.4751,6.0333,34.9809,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.30204627066381
676,74.0,4.56,17.3483,9.3307,6.3973,34.9828,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.89417231760537
677,71.0,4.555,17.1795,9.6424,6.408,34.9828,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.09484863917828
678,72.0,4.6375,17.1275,9.3602,6.2451,34.9865,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.68377310311801
679,71.0,4.4525,18.845,9.9639,6.3012,34.9913,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.60543668377278
680,76.0,4.6075,18.0316,9.1634,7.0492,34.993,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.6274023653763
681,72.0,4.6567,18.2515,9.4291,5.7987,34.9982,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.08182249317477
682,65.0,4.4025,18.1917,9.6752,7.2582,35.0012,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.06164188498586
683,76.0,4.7633,17.2272,9.4259,6.2248,35.0033,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.02368837976985
684,72.0,4.6108,18.5876,9.7736,6.1358,35.0067,65.5,0,1,0,0,0,0,0,1,0,0,0,0,71.41517688538491
685,73.0,4.7217,16.5732,9.3077,6.1716,35.0084,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.58950282060907
686,74.0,4.5517,16.9396,9.521,6.9533,35.0118,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.9726854020323
687,72.0,4.6755,18.7862,9.8712,6.3632,35.0126,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.64887630969707
688,71.0,4.7117,19.353,9.895,5.9552,35.0238,69.5,0,0,0,0,1,0,0,0,0,0,1,0,77.1614403125319
689,30.0,3.4533,16.2129,7.7592,7.5169,35.0238,27.5,1,0,0,0,0,0,1,0,0,0,0,0,42.30688804751503
690,74.0,4.5775,17.2639,9.6129,5.9126,35.0306,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.21167513061405
691,74.0,4.3864,16.408,9.3271,6.1015,35.034,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.25324802748521
692,73.0,4.7658,16.9511,9.7835,6.0244,35.0357,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.71512428288244
693,73.0,4.6475,17.7671,9.7146,6.8428,35.0374,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.74145723124323
694,71.0,4.3975,17.6699,9.3373,7.2864,35.0374,69.5,0,0,0,0,1,0,0,0,0,0,1,0,67.89181251541025
695,71.0,4.4575,17.2442,9.4685,6.5525,35.0408,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.35755962404998
696,71.0,4.525,17.2098,9.5932,6.4142,35.0442,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.71779200283306
697,71.0,4.5033,15.712,9.6982,6.3878,35.0461,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.42958102388518
698,70.0,4.3145,17.2809,9.5025,6.4538,35.0498,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.70305984563217
699,70.0,4.5283,16.9142,9.2946,6.1953,35.0511,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.51299266754361
700,73.0,4.3592,17.1486,9.9081,6.4972,35.0562,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.6306724047208
701,71.0,4.5442,18.4256,9.6096,6.3159,35.0579,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.39446485088762
702,70.0,4.531,15.5928,9.6732,6.3413,35.0606,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.49493637517439
703,72.0,4.5908,17.9924,9.3471,6.3049,35.0647,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.13111357631524
704,72.0,4.3933,18.4033,9.3635,6.4511,35.0647,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.8446892226026
705,72.0,4.4917,19.2786,9.4226,6.8942,35.0681,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.67450073280476
706,71.0,4.6533,17.682,9.6129,5.9516,35.0852,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.1307544258069
707,71.0,4.6358,17.8823,9.9049,6.4563,35.0903,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.5157094585598
708,73.0,4.5142,15.7324,9.5276,6.5516,35.0903,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.40134387908286
709,74.0,4.4808,16.5148,9.9147,6.1088,35.0908,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.7277736125829
710,74.0,4.4217,17.6206,9.4554,6.336,35.092,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.96086560147366
711,71.0,4.5,18.574,9.79,7.0558,35.104,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.30583426395899
712,71.0,4.44,16.6721,9.5276,6.1517,35.1118,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.82698972210022
713,71.0,4.3183,17.5906,9.4849,6.4033,35.1296,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.15556666552627
714,68.0,3.9625,17.9982,10.899,8.4273,35.1318,65.5,0,1,0,0,0,0,0,1,0,0,0,0,64.86702545678665
715,72.0,4.4808,17.0579,9.6522,6.4383,35.1364,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.51174447204113
716,71.0,4.5092,17.0644,9.5046,6.3121,35.1398,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.33552275731235
717,74.0,4.7708,19.916,9.6326,6.4051,35.1432,69.5,0,0,0,0,1,0,0,0,0,0,1,0,76.30931053330482
718,70.0,4.3367,16.5928,9.7014,6.3649,35.1467,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.32026932376384
719,71.0,4.3967,16.543,9.4816,6.3737,35.1467,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.68987958227164
720,69.0,4.5217,17.4767,9.8556,6.6673,35.1484,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.63875381824074
721,70.0,4.4992,17.2013,9.3471,6.7142,35.1522,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.74812049775333
722,73.0,4.6075,17.5259,9.5735,6.1918,35.1597,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.10510639989093
723,72.0,4.37,17.2712,9.4259,6.4903,35.162,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.761326396642
724,71.0,4.7209,17.7398,9.3522,6.21,35.1764,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.08394200085714
725,73.0,4.53,16.8445,9.8261,6.5707,35.1808,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.14805311548315
726,71.0,4.655,18.6515,9.8261,6.5124,35.1825,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.01747448106404
727,70.0,4.4208,15.1133,9.9836,6.2484,35.1839,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.79764487502554
728,73.0,4.295,17.665,9.7572,6.6949,35.1893,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.64250925651929
729,71.0,4.345,16.5138,9.4193,6.2481,35.2007,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.30076158423314
730,71.0,4.6033,16.8057,9.3996,6.8231,35.2025,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.1094648631069
731,73.0,4.4992,17.4279,9.544,6.1894,35.2047,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.13327194471903
732,71.0,4.2417,17.8168,9.4062,6.5503,35.2064,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.13864469609585
733,69.0,4.52,18.4145,9.4023,6.8311,35.2081,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.19875395989243
734,73.0,4.4117,16.2354,9.6129,6.2419,35.2115,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.41008202122686
735,74.0,4.7167,18.5941,9.5669,6.1884,35.2132,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.93214638497827
736,69.0,4.2708,17.6699,9.5374,6.975,35.2132,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.76569183936111
737,74.0,4.64,16.0562,9.5177,6.1937,35.2149,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.52598459885017
738,72.0,4.4658,17.8559,9.4127,6.2955,35.2166,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.51830702225058
739,71.0,4.3375,18.727,9.311,7.0905,35.2303,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.04482615606464
740,71.0,4.3908,18.9355,9.7441,6.7746,35.2354,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.43405330722642
741,73.0,4.4283,18.2178,9.7441,6.4806,35.2371,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.7086254997988
742,77.0,4.6342,16.7196,9.7146,6.2841,35.2405,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.94154113764998
743,78.0,4.6909,18.1311,9.6099,5.9365,35.2453,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.95006452791539
744,72.0,4.5427,16.3318,9.4918,6.1344,35.2528,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.17564518172759
745,70.0,4.6658,18.167,9.7736,6.2786,35.2559,65.5,0,1,0,0,0,0,0,1,0,0,0,0,71.2896476927735
746,71.0,4.3175,15.2103,9.5472,6.3932,35.2559,69.5,0,0,0,0,1,0,0,0,0,0,1,0,67.92025709509399
747,72.0,4.615,17.6385,9.6326,6.3766,35.2565,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.2356472313399
748,70.0,4.5308,18.5623,9.4226,6.5678,35.2634,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.19241289120038
749,73.0,4.6175,19.4142,9.4062,6.2074,35.2661,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.30602265575692
750,72.0,4.3492,18.3002,9.6883,5.9053,35.2695,65.5,0,1,0,0,0,0,0,1,0,0,0,0,69.43735018833489
751,72.0,4.6942,18.8676,9.4291,6.4966,35.277,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.86222692793365
752,71.0,4.6725,17.5715,10.0,6.0035,35.288,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.81682848805704
753,71.0,4.5575,17.8586,9.7868,6.6712,35.29,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.09338375138803
754,70.0,4.3955,16.0497,9.6349,6.1907,35.2919,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.35388278572962
755,70.0,4.24,17.6287,9.6278,6.711,35.3049,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.63532964106061
756,74.0,4.4642,18.4144,9.4587,6.8175,35.3124,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.1497836592898
757,72.0,4.5258,18.5997,9.521,6.6983,35.3242,65.5,0,1,0,0,0,0,0,1,0,0,0,0,68.74437119729834
758,72.0,4.3542,17.1249,9.8425,6.2061,35.3289,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.12159254112734
759,73.0,4.4727,18.6497,9.5455,6.9649,35.3366,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.49415209634951
760,67.0,4.5175,17.6474,10.0099,6.0018,35.3412,65.5,0,1,0,0,0,0,0,1,0,0,0,0,71.20211953190535
761,69.0,4.3382,16.6052,9.8461,6.5552,35.3422,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.69455184864388
763,71.0,4.5,17.0926,9.4226,6.2992,35.3941,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.13734738490732
764,71.0,4.6817,18.5638,9.9869,6.4995,35.401,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.9636612346817
765,71.0,4.5236,17.2954,9.8676,6.5358,35.4017,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.00477674503861
766,72.0,4.4292,16.1234,9.8327,6.3743,35.4027,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.24876621560819
767,73.0,4.5158,16.7982,9.4324,6.7604,35.4146,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.91745441310145
768,71.0,4.3358,15.6328,9.7408,6.2083,35.4163,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.97269710604131
769,74.0,4.7583,17.5519,9.9049,6.4673,35.4166,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.24503858123772
770,69.0,4.3133,15.5989,9.7736,6.3829,35.4232,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.52356821943533
771,74.0,4.6175,17.7253,9.7408,6.8741,35.4232,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.80166438136564
772,75.0,4.7008,17.4467,9.4029,6.807,35.4408,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.75668188183586
773,73.0,4.6042,18.187,9.8721,6.5545,35.4675,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.5194777790726
774,69.0,4.1858,17.1013,9.5374,6.5613,35.4709,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.72771382094183
775,68.0,4.2258,15.0973,9.8097,6.3868,35.4863,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.48528135361414
776,76.0,4.5975,19.4548,9.5735,6.3395,35.4874,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.84941098896027
777,72.0,4.32,18.7265,9.8753,6.9312,35.4948,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.04551921173574
778,70.0,4.4558,16.649,9.9475,6.3671,35.5092,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.61113034494029
779,73.0,4.3958,17.468,9.79,6.0636,35.5119,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.9719610380153
780,73.0,4.5525,17.5149,9.6063,6.4026,35.5135,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.67481631422295
782,73.0,4.3942,17.0022,9.7113,6.2483,35.5339,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.7842747579015
783,74.0,4.6225,18.5141,9.9934,6.7541,35.546,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.07187059317009
784,72.0,4.5025,16.4089,9.6096,6.4493,35.547,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.04774058403754
785,76.0,4.7517,18.9829,9.836,6.472,35.5712,69.5,0,0,0,0,1,0,0,0,0,0,1,0,76.39254412149539
786,70.0,4.2267,15.8311,9.6883,6.7218,35.5716,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.02588339362458
787,69.0,4.3375,16.3686,9.9606,6.8247,35.5749,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.43529207808572
788,69.0,4.4883,16.9829,10.0131,7.1806,35.6246,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.58105148789087
789,74.0,4.77,18.3695,9.4816,6.6024,35.6467,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.18476826036652
790,67.0,4.2417,16.8482,9.8425,6.5758,35.6758,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.39521390421234
791,72.0,4.2909,17.3797,9.4989,6.5793,35.6792,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.7846580146647
792,61.0,4.5733,14.854,8.5663,6.7223,35.686,59.5,0,0,0,1,0,0,0,0,0,1,0,0,62.17343493153225
793,75.0,4.4892,17.4176,9.7736,6.6705,35.698,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.3734896121942
794,74.0,4.6992,17.309,9.9278,6.6304,35.7164,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.54400533613774
795,70.0,4.0683,16.7442,10.1017,6.6061,35.7183,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.98570504738512
796,75.0,4.5683,18.958,9.7966,7.0656,35.756,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.66231223987906
797,75.0,4.31,16.8062,9.7343,6.5404,35.776,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.55845886135651
798,71.0,4.3567,17.6282,9.8032,6.3974,35.7833,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.41777765695724
799,67.0,4.3692,17.9515,9.9114,7.0478,35.7928,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.72361203815105
800,73.0,4.6175,20.3457,9.7999,6.7939,35.7987,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.97439559329605
801,71.0,4.3675,16.3075,9.7572,6.4634,35.8345,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.77688483798181
802,73.0,4.4282,17.4487,10.0644,6.5971,35.8617,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.4740781786104
803,74.0,4.6558,18.0531,9.8589,6.3305,35.8755,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.45076277556258
804,74.0,4.52,20.5042,9.7996,7.1177,35.8784,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.66234006065748
805,75.0,4.5158,18.8045,9.7769,6.1865,35.8914,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.1251325809722
806,70.0,4.1942,16.4152,9.918,6.4254,35.897,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.41001382442904
807,66.0,4.5575,16.4685,8.6516,6.555,35.9305,59.5,0,0,0,1,0,0,0,0,0,1,0,0,64.7977530350205
808,77.0,4.6408,17.2908,10.0361,6.8597,36.041,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.24580338583311
809,72.0,4.7382,17.9926,9.3307,5.8538,36.239,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.7343861959509
810,84.0,4.6208,19.8409,11.5945,6.2244,36.3995,65.5,0,1,0,0,0,0,0,1,0,0,0,0,78.90024151840171
811,69.0,4.6067,15.6977,9.1634,5.693,36.437,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.08639124238373
